CSMILES,PCE_ave
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4[se]c(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)[se]2)sc1C$0.67$0.22$-0.04,4.41
CCCCCCCCN1C(=O)c2c(C)[se]c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c2C1=O$0.98$-0.17$-0.32,7.03
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2nc3c(nc2C1=O)c1sc(-c2ccc(C)s2)cc1c1cc(C)sc13$1.8$0.6$-0.38,5.48
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2nc3c(nc2C1=O)c1sc(-c2ccc(-c4ccc(C)s4)s2)cc1c1cc(C)sc13$0.94$-0.08$-0.37,5.58
CCCCCCC(CCCC)Cn1c(=O)c2cc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc2c2sc(C)cc21$-0.29$1.38$-0.0,3.28
CCCCCCC(CCCC)Cn1c(=O)c2cc(-c3cc4c(CCC(CC)CCCC)c5sc(C)cc5c(CCC(CC)CCCC)c4s3)sc2c2sc(C)cc21$0.62$1.24$-0.11,4.08
CCCCCCC(CCCC)Cn1c(=O)c2cc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc2c2sc(C)cc21$0.12$0.9$-0.25,5.33
CCCCCCc1cc(C)sc1-c1sc(-c2cc3c(=O)n(CC(CCCC)CCCCCC)c4cc(C)sc4c3s2)cc1CCCCCC$1.17$1.53$-0.32,0.95
CCCCCCCC[Si]1(CCCCCCCC)c2cc(C)sc2-c2sc(-c3cc4c(=O)n(CC(CCCC)CCCCCC)c5cc(C)sc5c4s3)cc21$0.26$0.51$-0.43,2.57
CCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CCCCCCCC)CCCCCCCC)cc3OCCCCCCCC)nc2s1$-1.51$0.07$-0.3,2.1
CCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CCCCCCCC)CCCCCCCC)cc3CCCCCCCC)nc2s1$-1.06$0.36$-0.39,4.1
CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(C[C@H](CC)CCCC)C[C@H](CC)CCCC)cc3C[C@H](CC)CCCC)nc2s1$-1.06$0.51$0.31,5.0
CCCCCCCCCC[C@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(C[C@H](CCCCCCCC)CCCCCCCCCC)c5cc(C)sc5c4s3)sc2c2sc(-c3cc4c(OC[C@H](CC)CCCC)c5sc(C)cc5c(OC[C@@H](CC)CCCC)c4s3)cc21$0.89$1.29$0.48,5.05
CCCCCCCCCC[C@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(C[C@H](CCCCCCCC)CCCCCCCCCC)c5cc(C)sc5c4s3)sc2c2scc(-c3ccc(C)[se]3)c21$0.8$0.41$0.65,6.76
CCCCCCCCCC[C@@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(OC[C@H](CC)CCCC)c5sc(C)cc5c(OC[C@H](CC)CCCC)c4s3)sc2c2sc(C)cc21$0.21$1.48$1.44,6.84
CCCCCCCCCC[C@@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(-c5ccc(C[C@H](CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc2c2sc(C)cc21$0.48$1.29$0.71,6.84
CCCCCCCCCC[C@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(C[C@H](CCCCCCCC)CCCCCCCCCC)c5cc(C)sc5c4s3)sc2c2scc(-c3ccc(C)s3)c21$0.85$0.7$1.25,8.98
CCCCCCCCc1nc2c(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(C)ccc3-4)sc(C)c2s1$1.12$2.21$0.03,2.64
CCCCCCCCc1nc2c(-c3ccc4c5ccc(C)cc5n(C(CCCCCC)CCCCCC)c4c3)sc(C)c2s1$0.57$1.92$0.16,0.71
CCCCCCCCc1nc2c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c2s1$-0.42$0.07$-0.56,1.41
CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)cc1C3(CCCCCC)CCCCCC$0.71$1.24$-0.19,0.97
CCCCCCCCCCC1(CCCCCCCCCC)c2cc(C)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)cc1C3(CCCCCCCCCC)CCCCCCCCCC$0.53$1.38$-0.5,2.44
CCCCCCCCCCC1(CCCCCCCCCC)c2cc(C)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5c4=NC(c4ccccc4)C(c4ccccc4)N=5)s2)cc1C3(CCCCCCCCCC)CCCCCCCCCC$0.62$1.24$-0.32,3.04
CCCCCCC1(CCCCCC)c2cc(-c3ccc(C)cc3)ccc2-c2cc3c(cc21)-c1cc2c(cc1C3(CCCCCC)CCCCCC)-c1ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC$0.53$1.19$-0.47,4.5
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(C)s3)ccc2-c2sc(-c3ccc(C)c4nsnc34)cc21$0.67$0.51$-0.46,5.92
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(C)s3)ccc2-c2sc(-c3c(F)cc(C)c4nsnc34)cc21$0.76$0.41$-0.33,9.14
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc4c5ccc(C)cc5n(CCCCCCCC)c4c3)s2)c2nsnc2c1-c1ccc(C)s1$-0.56$1.14$-0.28,5.4
CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4sc(-c5ccc(C)s5)c5c4C(=O)N(CCCCCCCC)C5=O)s3)cc21$1.71$1.63$-0.47,1.82
CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4ccc5c6ccc(C)cc6n(C(CCCCCCCC)CCCCCCCC)c5c4)s3)c3c2C(=O)N(CCCCCCCC)C3=O)sc1C$0.62$2.41$-0.47,0.14
CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3ccc(C)s3)sc(-c3ccc(-c4ccc5c6ccc(C)cc6n(C(CCCCCCCC)CCCCCCCC)c5c4)s3)c2C1=O$0.76$1.68$-0.57,0.13
CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3ccc(C)s3)sc(-c3ccc(-c4ccc5c6ccc(C)cc6n(C(CCCCCCCC)CCCCCCCC)c5c4)s3)c2C1=O$1.76$1.53$-0.39,1.14
CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3cc4sc(C)cc4s3)sc(-c3cc4sc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)cc4s3)c2C1=O$1.53$1.48$-0.35,1.25
CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3ccc(-c4ccc(C)s4)s3)sc(-c3ccc(-c4ccc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)s4)s3)c2C1=O$1.07$0.95$-0.18,3.42
CCCCCCc1cc2c3cc(C)sc3c3cc4c(cc3c2s1)c1cc2c(cc1n4CCCCCC)c1scc(-c3ccc(C)c4nc(-c5cccc(OCC(CC)CCCC)c5)c(-c5cccc(OCC(CC)CCCC)c5)nc34)c1c1cc(CCCCCC)sc21$-0.11$0.85$-0.58,2.63
CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2csc3c4cc5c(cc4c4sc(CCCCCC)cc4c23)c2cc3c(cc2n5CCCCCC)c2sc(C)cc2c2cc(CCCCCC)sc23)c2nsnc2c1C$0.08$1.09$-0.44,4.5
CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)c1cc2c(cc1n3CC(CC)CCCC)-c1ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC$0.35$0.9$-0.53,2.45
CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)c1cc2c(cc1n3CC)-c1ccc(-c3ccc(-c4c(OCCCC)c(OCCCC)c(-c5ccc(C)s5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC$0.44$1.43$-0.32,7.26
CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)c1cc2c(cc1n3CC(CC)CCCC)-c1ccc(-c3ccc(-c4c(OCCCC)c(OCCCC)c(-c5ccc(C)s5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC$0.48$1.24$-0.48,6.68
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(cc3F)c3cc(F)c(C)cc3n4CC(CCCCCC)CCCCCCCC)s2)c2nsnc2c1-c1ccc(C)s1$-0.06$1.19$0.06,7.39
CCCCCCCCOc1cc2c(-c3ccc(C)cc3)c3cc(OCCCCCCCC)c(OCCCCCCCC)cc3c(-c3ccc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(C)s6)c6nsnc56)s4)cc3)c2cc1OCCCCCCCC$0.3$1.97$0.68,2.23
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5ccc(-c6c7cc(OCCCCCCCC)c(OCCCCCCCC)cc7c(-c7ccc(C)cc7)c7cc(OCCCCCCCC)c(OCCCCCCCC)cc67)cc5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1$-0.15$1.92$0.45,1.42
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc4c(c3)c3ccc(C)cc3c3c(C(=O)OCC(CC)CCCC)sc(C(=O)OCC(CC)CCCC)c43)s2)c2nsnc2c1-c1ccc(C)s1$0.3$0.65$-0.55,3.5
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc4c5ccc(C)cc5c5c(C(=O)OCC(CC)CCCC)sc(C(=O)OCC(CC)CCCC)c5c4c3)s2)c2nsnc2c1-c1ccc(C)s1$1.66$0.65$-0.55,0.9
CCCCCCCCCCCCOc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5c4C(=O)N(CC(CC)CCCC)C5=O)s3)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12$0.12$1.87$-0.44,1.46
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6c5C(=O)N(CC(CC)CCCC)C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1$1.07$1.73$-0.33,3.65
CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4ccc5c(c4)[Si](CC(CC)CCCC)(CC(CC)CCCC)c4cc(C)ccc4-5)cc3C[C@H](CC)CCCC)nc2s1$0.39$2.46$-0.29,2.03
C/C=C/c1cc(C[C@H](CC)CCCC)c(-c2nc3sc(-c4sc(C)cc4CC(CC)CCCC)nc3s2)s1$0.3$0.41$-0.62,1.03
CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4ccc5c6ccc(C)cc6n(C(CC(CC)CCCC)CC(CC)CCCC)c5c4)cc3C[C@H](CC)CCCC)nc2s1$-0.06$0.6$-0.61,0.86
CCCCCCCCc1cc(-c2cc(CCCCCCCC)c(-c3cc(CCCCCCCC)c(-c4nc5sc(-c6sc(C)cc6CCCCCCCC)nc5s4)s3)s2)sc1C$-0.79$0.51$1.4,0.99
CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4C5(CC(CC)CCCC)C[C@H](CC)CCCC)cc3C[C@@H](CC)CCCC)nc2s1$-1.47$0.65$-0.56,2.4
CCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4sc(-c5cc(CCCCCCCC)c(C)s5)cc4CCCCCCCC)cc3OCCCCCCCC)nc2s1$-1.92$0.41$0.44,0.91
CCCCCCCCC(CCCCCC)Cn1c2cc(C)sc2c2sc(-c3cc(C[C@H](CC)CCCC)c(-c4nc5sc(-c6sc(C)cc6CC(CC)CCCC)nc5s4)s3)cc21$-1.92$0.07$-0.55,0.8
CCCCCCC(CCCC)COc1c2cc(C)sc2c(OC[C@H](CCCC)CCCCCC)c2cc(-c3cc(C[C@H](CC)CCCC)c(-c4nc5sc(-c6sc(C)cc6CC(CC)CCCC)nc5s4)s3)sc12$1.44$1.24$-0.33,5.6
CCCCCCC(CCCC)COc1c2cc(C)sc2c(OC[C@H](CCCC)CCCCCC)c2cc(-c3ccc(-c4cc5c(=O)n(C[C@@H](CCCC)CCCCCC)c6cc(-c7ccc(C)s7)cc7c(=O)n(CC(CCCC)CCCCCC)c(c4)c5c76)s3)sc12$0.35$2.02$-0.1,4.54
CCCCCCC(CCCC)COc1nc2cc(-c3ccc(C)s3)cc3c(=O)n(CC(CCCC)CCCCCC)c4cc(-c5ccc(-c6cc7c(OC[C@H](CCCC)CCCCCC)c8sc(C)cc8c(OCC(CCCC)CCCCCC)c7s6)s5)cc1c4c23$0.03$2.31$-0.27,0.46
CCCCCCC(CCCC)COc1nc2cc(-c3ccc(-c4cc5c(OC[C@H](CCCC)CCCCCC)c6sc(C)cc6c(OCC(CCCC)CCCCCC)c5s4)s3)cc3c(OCC(CCCC)CCCCCC)nc4cc(-c5ccc(C)s5)cc1c4c23$-0.15$2.41$-0.32,2.15
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OC[C@@H](CC)CCCC)c4s3)c2C1=O$1.03$0.41$-0.3,7.1
CCCCCCCCC(CCCCCCCC)N1C(=O)c2c(C)sc(-c3cc4c(OC[C@@H](CC)CCCC)c5cc6sc(C)cc6c(OC[C@@H](CC)CCCC)c5cc4s3)c2C1=O$-0.15$0.41$0.0,4.0
CCCCCCCCC(CCCCCCCC)N1C(=O)c2c(C)sc(-c3cc4c(OC[C@@H](CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2C1=O$0.62$0.8$0.57,3.4
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OC[C@@H](CC)CCCC)c4s3)c2C1=O$0.44$0.51$-0.1,4.2
CCCCCCCCN1C(=O)c2c(C)sc(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(C[C@H](CC)CCCC)s7)c6s5)c5c4C(=O)N(CCCCCCCC)C5=O)c(CCCCCC)c3CCCCCC)c2C1=O$1.3$1.58$-0.39,7.59
CCCCCCCCCCCCC(CCCCCCCCCC)COc1nc2ccc3c4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)N(CC(CC)CCCC)C7=O)s5)sc4c4c(OCC(CCCCCCCCCC)CCCCCCCCCCCC)nc5ccc6c7cc(C)sc7c1c1c2c3c4c5c61$0.08$0.9$0.17,4.8
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(-c5ccc(C[C@@H](CC)CCCC)o5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)o5)c4s3)c2C1=O$-2.19$0.31$-0.4,2.7
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(-c5ccc(C[C@@H](CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O$-1.47$0.8$-0.28,6.1
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(-c5ccc(C[C@@H](CC)CCCC)[se]5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)[se]5)c4s3)c2C1=O$-1.6$0.65$-0.36,4.3
CCCCCCCCn1nc2c(-c3ccc(C)s3)cc3c(cc(-c4ccc(-c5cc6c(-c7ccc(CC(CCCC)CCCCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CCCC)CCCCCC)s7)c6s5)s4)c4nn(CCCCCCCC)nc43)c2n1$-0.56$0.9$0.23,3.35
CCCCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5cc6c(cc(-c7ccc(C)s7)c7nn(CCCCCCCC)nc76)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCCCC$-0.47$1.04$0.19,7.11
CCCCCCCCCCc1cc(CCCCCCCCCC)c(-c2c3cc(-c4ccc(-c5cc6c(cc(-c7ccc(C)s7)c7nn(CCCCCCCC)nc76)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3sc(CCCCCCCCCC)cc3CCCCCCCCCC)c3cc(C)sc23)s1$-0.56$0.9$0.08,1.5
CCCCCCC(CCCC)CSc1c2cc(C)sc2c(SC[C@@H](CCCC)CCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc(C)o5)c5nn(CC(CCCC)CCCCCC)nc45)o3)sc12$0.21$0.56$0.12,6.25
CCCCCCC(CCCC)CSc1c2cc(C)sc2c(SC[C@@H](CCCC)CCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc12$-0.06$0.46$-0.11,7.74
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12$0.53$1.38$0.42,5.75
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4nnc(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12$1.48$1.04$-0.08,4.75
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4nc(C#N)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12$1.53$0.6$0.8,7.52
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(C#N)c(C#N)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12$1.8$0.26$0.6,5.53
CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)c(F)c5)c5sc(C)cc5c(-c5cc(F)c(CC(CC)CCCC)c(F)c5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1$0.76$0.46$0.96,8.24
CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)c(F)c5)c5sc(C)cc5c(-c5cc(F)c(CC(CC)CCCC)c(F)c5)c4s3)s2)c2nonc2c1-c1ccc(C)s1$1.3$0.51$1.19,5.67
CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nn(CCCCCCCC)nc3c2-c2ccc(C)s2)C1=O$0.03$0.46$-0.24,8.63
CCCCCCC(CCCC)COC(=O)c1cc2c(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c3sc(C(=O)OCC(CCCC)CCCCCC)cc3c(-c3ccc(C)s3)c2s1$1.03$1.73$0.01,3.15
CCCCCCC(CCCC)COC(=O)c1cc2c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3sc(C(=O)OCC(CCCC)CCCCCC)cc3c(-c3ccc(C)s3)c2s1$1.53$1.82$-0.22,7.33
CCCCC(CC)Cc1cc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc3c(-c3cc(CC(CC)CCCC)c(F)s3)c3cc(C)sc23)sc1F$0.53$0.41$-0.37,9.2
CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1$-0.92$0.8$-0.06,2.43
CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1$-0.33$0.95$-0.34,6.0
CCCCC(CC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CC)CCCC)o3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc23)o1$-0.11$0.12$-0.27,4.0
CCCCC(CC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CC)CCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc23)s1$0.85$0.46$-0.17,7.3
CCCCC(CC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CC)CCCC)[se]3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc23)[se]1$0.89$0.41$-0.05,8.4
CCCCC(CC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CC)CCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc23)s1$0.85$0.41$-0.09,7.4
CCCCC(CC)CSc1sc(-c2c3cc(C)sc3c(-c3cc(OC)c(SC[C@@H](CC)CCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc23)cc1OC$1.44$0.46$-0.17,9.2
CCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)oc(C[C@H](CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1$0.8$0.51$-0.49,5.2
CCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1$0.89$0.46$-0.4,9.0
CCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)[se]c(C[C@H](CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1$0.57$0.41$-0.45,8.3
CCCCCCCCc1ccc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)c6c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c6C7=O)s5)sc4c3c(-c3ccc(CCCCCCCC)s3)c3sc4cc(C)sc4c23)s1$0.3$0.65$1.81,9.74
CCCCCCCC[C@H](CCCCCC)Cc1sc(C[C@@H](CCCCCC)CCCCCCCC)c2c1C(=O)c1c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(SCC(C)C)s6)c6sc(C)cc6c(-c6ccc(SCC(C)C)s6)c5s4)s3)c1C2=O$0.71$0.7$-0.47,8.7
CCCCCC[C@@H](CCCC)Cc1sc(C[C@H](CCCC)CCCCCC)c2c1C(=O)c1c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(SC[C@@H](CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c1C2=O$0.44$0.6$-0.46,10.3
CCCCCCC(CCCC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CCCC)CCCCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@@H](CC)CCCC)sc(C[C@@H](CC)CCCC)c5C6=O)s4)sc23)s1$0.3$0.46$-0.39,8.1
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc5c(c3)S(=O)(=O)c3cc(C)ccc3-5)sc2-4)cc1$0.3$2.7$0.31,2.31
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3cc(CCCCCC)c(-c5ccc6c(c5)S(=O)(=O)c5cc(-c7sc(C)cc7CCCCCC)ccc5-6)s3)sc2-4)cc1$-0.02$2.36$-0.12,3.81
CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s2)sc31$0.53$1.53$0.25,5.3
CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2cc4c(s2)-c2sc(C)cc2[Si]4(CC(CC)CCCC)CC(CC)CCCC)sc31$-0.02$0.65$-0.49,3.64
CCCCC(CC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CC)CCCC)c1cc(-c2cc4c(s2)-c2sc(C)cc2[Si]4(CC(CC)CCCC)CC(CC)CCCC)sc31$0.03$0.7$-0.5,3.48
CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc3c(cc2c2sc4cc(C)sc4c21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1c2sc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)cc2sc31$0.44$1.92$1.34,5.53
CCCCCCOc1c(OCCCCCC)c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C)sc2-6)c2nsnc2c1C$0.3$0.46$-0.57,5.18
